24,,,,23,,,,22,,,,21,,,,20,,,,19,,,,18,,,,17,,,,16,,,,15,,,,14,,,,13,,,,12,,,,11,,,,10,,,,9,,,,8,,,,7,,,,6,,,,5,,,,4,,,,3,,,,2,,,,1,,,
Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date,Artist,Orbit,Type,Date
지은탁이 누구신대,,Text,2022.03.02 01:14,폰!!!,,Text,2022.03.01 16:20,양배추 먹어요,,Text,2022.03.01 01:52,그래 참고 먹어볼게,,Text,2022.02.28 17:23,아냐 저녁은 쫌 있다 또 먹을거임,,Text,2022.02.24 16:46,나 갑자기 배고프다,,Text,2022.02.18 16:46,머쓱 ^_^;,,Text,2022.02.18 00:32,또 내가 자장가 불러줘야 잘거야?,,Text,2022.02.17 01:31,,,,,,,,,밖ㅇㅔ 나가서 먹기 좀 그래서 우리끼리•••,,Text,2022.02.14 18:39,제대로 먹으라구,,Text,2022.02.14 14:34,근데 너 화풀어준다고 셀카 올리기로 했능데,,Text,2022.02.13 22:52,,,,,,,,,,,,,저런 세계무대에서의 경쟁은 어떻게 하시는 걸까?,,Text,2022.02.13 20:36,헤어지기 전에 저메추는 해주고 갈래?,,Text,2022.02.13 19:29,정말 예전의 하수영에서 360도 달라진 걸 수도,,Text,2022.02.13 13:43,,,,,나만 너 좋아하는 거 아니지 ㅜㅡ,,Text,2022.02.12 23:51,너 때문이야 ㅜ,,Text,2022.02.12 01:21,👏👏,,Emoji,2022.02.11 16:21,나두 떨려 어케?,,Text,2022.02.11 15:53
아,,Text,2022.03.02 01:14,피 나오고 폭력적인 게임 노우!!!,,Text,2022.03.01 16:21,근데 어제 내가 추천했던 윤한님의 지극히 사적인 앨범 너무 좋지 않아?,,Text,2022.03.01 01:54,화는 내지마 ㅡ ㅜ,,Text,2022.02.28 17:23,모퉁이김밥.....  넘 마시써,,Text,2022.02.24 16:46,나 너무 배고파서,,Text,2022.02.18 18:49,난 콘서트때도 사실 울컥했는데 ,,Text,2022.02.18 00:33,으휴 못~ 말려,,Text,2022.02.17 01:31,,,,,,,,,질문 계속 적어놔 ㅡ.ㅡ 하나하나 적으꺼야,,Text,2022.02.14 18:39,더 먹어 더,,Text,2022.02.14 14:34,딴 길로 샌거 웃기다,,Text,2022.02.13 22:53,,,,,,,,,,,,,진짜 대단해 •••,,Text,2022.02.13 20:36,너가 배고프게 만들었잖아 ㅡ.ㅡ,,Text,2022.02.13 19:30,항상 이 자리에 있겠다는 말 지키는 나... 어때?💖,,Text,2022.02.13 13:44,,,,,앗싸 ,,Text,2022.02.12 23:53,진짜루 씻고온다,,Text,2022.02.12 01:21,잠만 나 오늘 결혼일정 꽉 차있어,,Text,2022.02.11 16:21,웅 떨려 나 실수하면 모른척해조,,Text,2022.02.11 15:53
빨간색목도리아니라구ㅡㅡ,,Text,2022.03.02 01:14,거지를...키워?..,,Text,2022.03.01 16:21,어떻게 이래,,Text,2022.03.01 01:54,엉엉,,Text,2022.02.28 17:24,예림이?... 치킨을 샀다고?,,Text,2022.02.24 16:47,키토김밥이랑 곤약떡볶이 와구와구 먹었따,,Text,2022.02.18 18:49,내 안의 악마가 자꾸 ,,Text,2022.02.18 00:33,어젠 ... 내가 자장가 부르다 먼저 자서 미안 ㅎ ㅎ,,Text,2022.02.17 01:32,,,,,,,,,개인적으로 알려주는게 좋아?!,,Text,2022.02.14 18:40,1g도 사라지는거 싫 어 ㅡ.ㅡ,,Text,2022.02.14 14:35,모해애,,Text,2022.02.14 02:34,,,,,,,,,,,,,상상 이미했지 백번 했지...,,Text,2022.02.13 20:36,오케이,,Text,2022.02.13 19:34,오늘 모할거야 너는,,Text,2022.02.13 13:51,,,,,쌍방인데 내가 더 좋아해 ㅡ ㅡ,,Text,2022.02.12 23:54,아니 다 안씻었대,,Text,2022.02.12 01:22,내일 하쟈,,Text,2022.02.11 16:21,👍,,Emoji,2022.02.11 15:53
핫핑크라구ㅡㅡ,,Text,2022.03.02 01:15,니모의 오션라이프?,,Text,2022.03.01 16:22,피아노 소리만 듣는데 나 지금 비련의 여주인공 된 것 같아,,Text,2022.03.01 01:55,먹을게 걱정마,,Text,2022.02.28 17:24,아아 같이 안있어서 몰라 쿸💖,,Text,2022.02.24 16:48,맛있어 !♡ 한번 먹어봐아,,Text,2022.02.18 18:50,야 애들 울자나 너가 분위기 좀 바꿔바!!!@😈',,Text,2022.02.18 00:33,오늘도 불러줄게,,Text,2022.02.17 01:32,,,,,,,,,미앙 너가 너무 좋은데 배도 고파 ••• 이런 나 이해 해 줄거지 ㅡ ㅡ,,Text,2022.02.14 18:41,🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎,,Text,2022.02.14 14:35,난 잠 오는데 안자는게 특기라 아직 안자 ...,,Text,2022.02.14 02:35,,,,,,,,,,,,,나 하수영 대회 나갔는데 떨려서 덜덜 떨다가 실수하고 우는 상상...,,Text,2022.02.13 20:37,너가 추천 해 준거 먹을게,,Text,2022.02.13 19:34,밖에 나갈거면 따뜻하게 입구 가!,,Text,2022.02.13 14:22,,,,,몬데 왜 오늘부터 1일인데 ㅡ ㅡ,,Text,2022.02.12 23:55,휴대폰 놓고 다녀오쟈,,Text,2022.02.12 01:23,ㅎㅋ ,,Text,2022.02.11 16:21,웅 나 슈퍼프로지 ㅎㅋ,,Text,2022.02.11 15:54
🤓 도깨비 안봤는뎁쇼..거 문제있ㅅ습니까?,,Text,2022.03.02 01:15,가디언테일즈 이름 화려하다,,Text,2022.03.01 16:22,흑흑ㄱ,,Text,2022.03.01 01:55,🤢,,Emoji,2022.02.28 17:25,셋이 같이있나봐,,Text,2022.02.24 16:48,이제 퇴근 시간 아니야?!!,,Text,2022.02.18 19:30,그래서 꾹 참았따,,Text,2022.02.18 00:34,미~~~칠💥💥💥듯사➡️랑↘️했떠언기➡️이↗️이➡️억이이추어↘️허어어어억💥💥💥🔥💥💥💥💥🎤🎤🎤👨‍🎤👨‍🎤👨‍🎤👨‍🎤👨‍🎤👨‍🎤👨‍🎤🎤🎤💥드리이너를자➡️압고윘찌➡️이↗️이↗️이↘️마한!!!💥💥💥💥💥더!이!쌍!,,Text,2022.02.17 01:36,,,,,,,,,그러면 개인적으로 듣고싶은 답변은 너두 🍎 이거를 붙여줄 수 있어?♡,,Text,2022.02.14 18:41,일단 내 사랑 에피타이저 ㅎ ㅎ ㅎ  ,,Text,2022.02.14 14:35,내가 깨운거야? ㅎ ㅎ,,Text,2022.02.14 02:39,,,,,,,,,,,,,그에 반해 진짜 국대선수들 너무 멋있다,,Text,2022.02.13 20:37,저메추 받았으니 시간 쫌 가지자 ;,,Text,2022.02.13 19:34,나는 어제 콘서트 보러 온 가족들이랑 있는데,,Text,2022.02.13 14:25,,,,,나 이미 날짜 센지 오래 됐는데,,Text,2022.02.12 23:56,안 자는 거 다 알아,,Text,2022.02.12 02:37,아니 잠만 왜 벌써 이혼인데,,Text,2022.02.11 16:29,요즘에 나 넬선배님 굿나잇 !,,Text,2022.02.11 15:55
🤓 예?,,Text,2022.03.02 01:15,모퉁이 with 카페? ,,Text,2022.03.01 16:22,류이치사카모토 음악들도 그렇고 저런 반주만 있는 노래 들으면서,,Text,2022.03.01 01:56,어제는 꿈에 누가 내 배를 막 엄청 때려서 아팠능데,,Text,2022.02.28 17:27,난 치킨보다 모퉁이다,,Text,2022.02.24 16:49,엇 고생했어 ㅜ ㅜ,,Text,2022.02.18 19:31,난 그리고 나 말고 다른사람이 울면 갑자기 내 눈물 뚝 그쳐져,,Text,2022.02.18 00:38,아잇 참 또 불러달라구?,,Text,2022.02.17 01:37,,,,,,,,,이미 보낸 건 내가 생각해서 보내께!,,Text,2022.02.14 18:42,난 너가 굴러다녀도 조아,,Text,2022.02.14 14:35,미안 ㅜ.ㅜ (뿌듯),,Text,2022.02.14 02:39,,,,,,,,,,,,,웨 안해... 계주에서 실수로 다른나라선수 엉덩이 밀어주고 우는 상상,,Text,2022.02.13 20:38,나 없는 동안 나의 소중함을 느껴봐 유튜브 알고리즘 타고 옆동네 구경하지 말구ㅡ.ㅡ,,Text,2022.02.13 19:35,밥먹구 쫌 있다가 내려가신다 ㅜ ㅜ,,Text,2022.02.13 14:25,,,,,킹받ㄴ ㅔ,,Text,2022.02.12 23:56,ㅋㅋㅋㅋㅋㅋ,,Text,2022.02.12 02:37,나ㅜ차였네,,Text,2022.02.11 16:29,경윤아 트레카가 모야...?... 근데 내가 많이 나왔음 좋겠다는거지?... 내가 기모아 줄게 🔥 얍,,Text,2022.02.11 15:56
저 날 산 lp는 할시선배님의 lp입니다,,Text,2022.03.02 01:17,으와 완전 힐링게임같이 생겼네,,Text,2022.03.01 16:23,산책하는거 너무 좋아,,Text,2022.03.01 01:57,깨보니까 위가 아프고 있던 거 있지,,Text,2022.02.28 17:27,한국인은 밥심이지,,Text,2022.02.24 16:49,난 건강식 먹고 쿠키앤크림스무디랑 말차롤 먹는다...,,Text,2022.02.18 19:32,왜 인지 모르겜ㅅ어,,Text,2022.02.18 00:38,너가 자야 나도 자니까 불러줄게,,Text,2022.02.17 01:37,,,,,,,,,저는 큐베이스 씁니다아 예전엔 트랙에 욕심이 되게 많았는데 요즘은 탑라인 위주로..!,,Text,2022.02.14 18:59,그럼그럼 굴려서 내 주머니에 넣어다녀야지,,Text,2022.02.14 14:36,나 없으니까 허전했다는거 몬가 기분좋다,,Text,2022.02.14 02:41,,,,,,,,,,,,,엉덩이에 꽃을 피워줘. . .,,Text,2022.02.13 20:39,옆동네 말구 다른 동네 한 바퀴는 허락해줄게,,Text,2022.02.13 19:37,왜 장모님 보러 안 와?,,Text,2022.02.13 15:09,,,,,킹 받게 하는 너 사랑해💖,,Text,2022.02.12 23:56,사실 나도 씻고 누웠는데,,Text,2022.02.12 02:38,재혼하는데 왜 프사 해주인데? 이혼하쟈,,Text,2022.02.11 16:29,미미야 일단 해주 시켜보쟈,,Text,2022.02.11 15:57
3번째 사진 아마,,Text,2022.03.02 01:19,고양이는정말귀여워?💖,,Text,2022.03.01 16:23,힐링돼 !!!,,Text,2022.03.01 01:57,이제 진짜로 위 관리한당,,Text,2022.02.28 17:27,위가 엄청 줄었었는데,,Text,2022.02.24 16:49,혜주가 와바 리팩6년뒤에 나온대?,,Text,2022.02.18 19:32,내가 소감을 빨리 말했으면 울었을지도 😂,,Text,2022.02.18 00:38,미~~~칠💥💥💥듯사➡️랑↘️했떠언기➡️이↗️이➡️억이이추어↘️허어어어억💥💥💥🔥💥💥💥💥🎤🎤🎤👨‍🎤👨‍🎤👨‍🎤👨‍🎤👨‍🎤👨‍🎤👨‍🎤🎤🎤💥드리이너를자➡️압고윘찌➡️이↗️이↗️이↘️마한!!!💥💥💥💥💥더!이!ㅆ.. 드르렁 크엉컹 드르렁 ㅋ휘익쉬익 음냐냐넌흡냐난ㄴ음냐릏흠냔ㄴㅇ흡냔 쩝쩝...,,Text,2022.02.17 01:38,,,,,,,,,저는 카페가면 보통 아샷추나 아아! 아니먄 콜드브루••• 산미는 싫어요 ㅜ ㅜ,,Text,2022.02.14 19:02,그러다 너 주머니에 넣은 거 깜빡하구 스타일러에•••,,Text,2022.02.14 14:36,나 사실 잔다구 말하러와써,,Text,2022.02.14 02:46,,,,,,,,,,,,,진짜 저기 나오는 선수들 모두가 너무 멋찌다 어떤 마음가짐일지 상상이 안가!,,Text,2022.02.13 20:39,바람만 쐬고 와 ㅡ.ㅜ,,Text,2022.02.13 19:38,ㅋ,,Text,2022.02.13 15:09,,,,,미앙 나 ㅡㅡ 이거 많이 써 평소에,,Text,2022.02.12 23:58,너가 자꾸 예쁜말 해줘서 못 자는 중,,Text,2022.02.12 02:39,나 김밥먹으께,,Text,2022.02.11 16:34,번역은 내가 해야돼 ㅎㄹㅎㅎ,,Text,2022.02.11 15:58
men i trust,,Text,2022.03.02 01:19,와 나이거 예전에 하던거야 댑악,,Text,2022.03.01 16:24,산책은 혼자해야져,,Text,2022.03.01 01:57,병원 갔다왐서,,Text,2022.02.28 17:28,요즘에 또 많이먹었더니 김밥한줄 먹으니까 기별도 안가네•••,,Text,2022.02.24 16:50,ㅋㅋㅋㅋ 그때 나오면 빠를 듯...,,Text,2022.02.18 19:33,너는..너는..! 내가 안 울어도 울어도 그 나름의 이유로 멋있다고 할 사람 ㅜ,,Text,2022.02.18 00:47,잘쟈아,,Text,2022.02.17 01:42,,,,,,,,,샘플 활용해서 해보기도 하구 거의 직접 찍었는데 나는 코드를 잘 몰라서 그저 듣기에 좋은 걸루 했었어... 배운 적이 없어서 ㅎ ㅎ,,Text,2022.02.14 19:02,아앗 ㅡ_ㅡ^ 넝담 ㅎㅋ,,Text,2022.02.14 14:37,잘자아,,Text,2022.02.14 02:46,,,,,,,,,,,,,저런 멘탈 배워야지,,Text,2022.02.13 20:41,,,,,너 안 와서 우리끼리 장어덮밥 먹었따,,Text,2022.02.13 15:09,,,,,귀욥지않아?,,Text,2022.02.12 23:58,ㅜ,,Text,2022.02.12 02:39,냠냠,,Text,2022.02.11 16:34,내 프사 ㅈ ㅣ ㄷ ㅐ 기욥찌,,Text,2022.02.11 15:59
일걸•••¿,,Text,2022.03.02 01:19,Tiny room 이란 걸 깔았는데,,Text,2022.03.01 16:25,맞아 예림이도 이런 포근한 노래 좋아하더라,,Text,2022.03.01 02:00,수액도 맞고,,Text,2022.02.28 17:28,와 컵라면.... 같이 먹구싶다,,Text,2022.02.24 16:52,근데 나랑 연락하면서 그런건 어떻게 아는거야? ㅎㅎ,,Text,2022.02.18 19:33,왜 안자는 고야,,Text,2022.02.18 01:08,오늘은 몬가 눈이감기네ㅜ.ㅜ,,Text,2022.02.17 01:43,,,,,,,,,"밥 누구랑 먹어여?
- 조해슬 !",,Text,2022.02.14 19:04,복학한 선배 같다구?,,Text,2022.02.14 14:38,🤎 ,,Text,2022.02.14 02:47,,,,,,,,,,,,,하지만 저 세계무대에서 실수한다구 속상해 안하셨음 좋겠따... 그 생각 맨날 함 ,,Text,2022.02.13 20:42,,,,,어제 앵콜콘 끝나구 너한테 얘기햄ㅅ는데? ,,Text,2022.02.13 15:10,,,,,예를 들면,,Text,2022.02.12 23:58,하,,Text,2022.02.12 02:47,ㅇ오징어김밥,,Text,2022.02.11 16:36,채팅으로 사진안보내져,,Text,2022.02.11 16:00
마자 저거 사려다 할시선배님꺼 샀어구냥...,,Text,2022.03.02 01:21,더 머리아파서 삭제했잖아,,Text,2022.03.01 16:25,나는 노래 듣다가 이건 예림이가 불러줬음 좋겠다~ 하는 곡들이 있어,,Text,2022.03.01 02:00,약도 받아옴😎,,Text,2022.02.28 17:28,컵누들 매콤한맛 아시는 분 그거 국물짱임,,Text,2022.02.24 16:52,와바 리팩나오면 음... 쫌 청량한 락 느낌 하고싶네에,,Text,2022.02.18 19:36,이젠 습관됐구나 너,,Text,2022.02.18 01:08,일어나면 연락해❤️,,Text,2022.02.17 01:43,,,,,,,,,나는 사실 내 긴머리가 젤 예쁘다구 생각하는데••• 아이돌이면 컨셉을 다 소화해야 한다구 생각해서 도전하는 건 다 조아,,Text,2022.02.14 19:49,ㅎㅎ 입학 한 적도 없는 걸,,Text,2022.02.14 14:38,초코하트야,,Text,2022.02.14 02:47,,,,,,,,,,,,,마자 나 26살 밖에 안 살았지만,,Text,2022.02.13 20:46,,,,,아잇 담에는 꼭 보쟈,,Text,2022.02.13 15:13,,,,,사랑해 ㅡㅡ,,Text,2022.02.12 23:59,나 이러다 밤 새겠어,,Text,2022.02.12 02:47,개인답장이랑 구별이 안되는구나,,Text,2022.02.11 16:36,아 이름 부르지마까,,Text,2022.02.11 16:00
Halsey - without me 💖,,Text,2022.03.02 01:21,구스구스덕이 모여,,Text,2022.03.01 16:25,그 중에 하나가 ,,Text,2022.03.01 02:02,이제 건강해진다,,Text,2022.02.28 17:29,"나 요즘에 먹고싶은거
쑥떡 꿀들어간백설기 회오리감자 애플시나몬와플(옛날와플)
탕후루",,Text,2022.02.24 16:56,아무래도 락장르니까 좀 락커느낌이나야겠지,,Text,2022.02.18 19:37,은근히 내 자장가 기다리는 눈치야,,Text,2022.02.18 01:08,💗,,Emoji,2022.02.17 01:43,,,,,,,,,"향수 뭐써요?!
- 집 가서 알려줄게요!",,Text,2022.02.14 19:54,넌 맨날 나한테 킹받는다구 하네,,Text,2022.02.14 14:38,좋은 꿈 꿔 🤎,,Text,2022.02.14 02:48,,,,,,,,,,,,,"전에는 미치도록 속상했던 일들도 지나고보면 그때 그렇게 힘들었어야 할 이유들이 있더라고
그만큼 성장도 하고 그 일이 있었기 때문에 지금의 내가 있고•••",,Text,2022.02.13 20:46,,,,,엄마가 궁금하대 ㅡ_ㅡ^,,Text,2022.02.13 15:13,,,,,몬가 그 사랑 받아야 할 것만 가틈 안 받으면 큰일 날 것 가틈,,Text,2022.02.12 23:59,일단 우리 폰 놓고 눈 감고 있자 ㅎ ㅎ,,Text,2022.02.12 02:48,개인답장이면 앞에 🌟 이거 적을게 어때,,Text,2022.02.11 16:37,미안 나 이런거 4년만이라 좀 떨리구 어케해야될지모르겐ㄴ0,,Text,2022.02.11 16:00
3am💖👍,,Text,2022.03.02 01:22,이름으로 봐선 딱히 끌리지 않는데,,Text,2022.03.01 16:26,룬스때 ,,Text,2022.03.01 02:02,기대하라구,,Text,2022.02.28 17:29,맛있겠다 하나씩 도장깨기,,Text,2022.02.24 16:57,고원이가 모히칸머리 할듯,,Text,2022.02.18 19:38,(무슨노래하지),,Text,2022.02.18 01:14,수영,,Text,2022.02.17 13:19,,,,,,,,,"숙소 리얼리티 vs 여행 버라이어티
-숙소 리얼리티 ㅜ ㅜ... 너무 하고싶어 나 혼자 주제가 쓰고 컨텐츠 생각 중",,Text,2022.02.14 19:56,하슬이? 같은학번 아니야 ㅡ ㅡ 걘 음악동아리도  한다며 ,,Text,2022.02.14 14:39,,,,,,,,,,,,,,,,,"쇼트트랙 황선수 얘기 하다가 갑자기 감성적인 나, 정상 인가요? ㅡ.ㅡ",,Text,2022.02.13 20:48,,,,,장어덮밥을 먹고싶은거야,,Text,2022.02.13 15:25,,,,,근데 너가 쓰니까 쫌 서운하네,,Text,2022.02.12 23:59,오늘 봐야 되니까아,,Text,2022.02.12 02:49,이제시작,,Text,2022.02.11 16:37,아 오키 ,,Text,2022.02.11 16:01
조제 사운드트랙 좋아💖!,,Text,2022.03.02 01:23,와 동물온천 귀엽다,,Text,2022.03.01 16:26,빈,,Text,2022.03.01 02:02,오 꿀 넣어봐야겠당 고마워💖,,Text,2022.02.28 17:29,진짜 요즘 와플 나너무 화나잖아,,Text,2022.02.24 16:58,해주는 반삭,,Text,2022.02.18 19:39,(내가아는 가장 시끄러운 노래...),,Text,2022.02.18 01:14,기상,,Text,2022.02.17 13:19,,,,,,,,,"놀이동산 가면 뭐 타고 싶어요?
- 나 아무것도 못 타.... 멀미도 심하구 아찔한게 싫어  흑 ㅜ",,Text,2022.02.14 20:46,그 동아리가 그렇게 좋으면 가버려! !,,Text,2022.02.14 14:40,,,,,,,,,,,,,,,,,ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ  ㅋ ㅋ ㅋ ㅋ ㅋ  ㅋ ㅋ ㅋㅋㅋㅋㅋㅋㅋ 미안 뭘 하든 뭘 보든 매번 이런 상상해,,Text,2022.02.13 20:49,,,,,내가 보고싶ㄹ은거야? ㅡ ㅡ,,Text,2022.02.13 15:26,,,,,ㅡ_ㅡ^   ,,Text,2022.02.13 00:00,잘자 ❤️,,Text,2022.02.12 02:49,나ㅜ메이크업받구올게 자갸,,Text,2022.02.11 16:46,나 쫌 감잡음,,Text,2022.02.11 16:01
엘피플레이어는 그냥 호기심에 오늘의집에서 샀었ㅁ는데,,Text,2022.03.02 01:23,게임이 진짜 많구나,,Text,2022.03.01 16:30,야드,,Text,2022.03.01 02:02,오로라 공주?,,Text,2022.02.28 17:59,생크림? 너무 많아,,Text,2022.02.24 16:58,지우는 레게머리,,Text,2022.02.18 19:40,사실 오늘은 자장가 불러주려고 15초짜리 동영상 올렸는데...,,Text,2022.02.18 02:04,더 자고싶어 ,,Text,2022.02.17 13:19,,,,,,,,,"멤버들 시점에서 보는 콘서트 직캠 어때용
- ㅋㅋㅋㅋㅋ 우아 기발해 이거 찍어놓으면 나중에 콘서트 하고 싶을 때 우리가 봐도 되규... 암튼 기여운 생각💖",,Text,2022.02.14 21:40,나 혼자 베이글 먹고 있을게 !,,Text,2022.02.14 14:40,,,,,,,,,,,,,,,,,근데 속으로만 하던 걸 너가 있으니 요기서 얘기하네 ㅎ ㅎ,,Text,2022.02.13 20:50,,,,,ㅎ ㅎ ,,Text,2022.02.13 15:28,,,,,"ㅡㅡ 얜 쫌 미간을 더 찡그린 애고 
ㅡ ㅡ 얜 쫌 더 온화함",,Text,2022.02.13 00:01,일어나서 보낼게 안뇽,,Text,2022.02.12 02:49,나 쫌 추운 거 같애,,Text,2022.02.11 17:19,i luv u too💖,,Text,2022.02.11 16:02
엄마 옛날 lp들 하나씩 들어보니까 너무 좋은거야!,,Text,2022.03.02 01:24,하나하나 검색 해보는 중,,Text,2022.03.01 16:31,(왜부적절한표현인데요?),,Text,2022.03.01 02:02,궁금해하지 말아봐,,Text,2022.02.28 18:00,자고로 생크림은 적게 평평하게 발라주고 사과쨈과 비율이 비슷해야 맛나다고,,Text,2022.02.24 16:59,나는 상큼한 웨이브머리~💖,,Text,2022.02.18 19:41,깜짝 카메라였는데•••,,Text,2022.02.18 02:05,ㅡㅜ 일어나야지 오늘도 1도 달라진다,,Text,2022.02.17 13:20,,,,,,,,,"요즘 노래 커버 해 보고 싶은 곡 있나요 ?
-지소울 선배님 love me again...👍",,Text,2022.02.14 21:42,입학은 안했지만 그 옆에서 깻잎밭하고 있는데,,Text,2022.02.14 14:40,,,,,,,,,,,,,,,,,하 집중하쟈,,Text,2022.02.13 20:51,,,,,내가 듣고싶은 말만 들오야지 ㅡ ㅡ💖,,Text,2022.02.13 15:29,,,,,오늘부로 수영티콘은 ㅡ_ㅡ^ 야,,Text,2022.02.13 00:02,자고 있겠지?!,,Text,2022.02.12 07:05,넌 안추워??!?!ㅜ,,Text,2022.02.11 17:19,버디버디 ㅏ나와,,Text,2022.02.11 16:02
그래서 하나씩 모으게됐징,,Text,2022.03.02 01:24,고마워💖,,Text,2022.03.01 16:32,웅 내가 추천해써 잘했지!!!!,,Text,2022.03.01 02:03,내 기억에도 이유는 비방용이었던 것 같아,,Text,2022.02.28 18:00,생크림도 뭐라해야되지,,Text,2022.02.24 17:03,리다의 특 권 이야,,Text,2022.02.18 19:41,다 물거품 돼버려써,,Text,2022.02.18 02:05,모해 어디야아 !!!!,,Text,2022.02.17 13:21,,,,,,,,,"편지 어떻게 보관해?
- 일단 그 자리에서 읽을 수 있을 땐 모아서 쭈우욱 읽구 아니면 시간날 때 조용한 곳에서 읽는데 그러고 나면 상자에 넣어 가지고있다가 본가로 보내용 그러면 오빛분들은 조금 부끄럽겠지만ㅜ ㅜ 우리 엄마도 다 한번씩 읽으시거든? 눈도 침침하시지만 본인 딸을 사랑해주는 사람들이 쓴 편지를 읽으면 엄마 당신도 힘이 나시나봐..💖 고마워 바솩이들아... 나두 모오든 편지가 소중하지만 읽다가 진짜 눈물나게 위로받는 것들은 가방에 넣어다니면서 읽기도 하고 가족단톡방에 보내기도하구....>_<",,Text,2022.02.14 21:46,깻잎 동아리 모집해요 (1/1224578742),,Text,2022.02.14 14:41,,,,,,,,,,,,,,,,,결승이다,,Text,2022.02.13 20:51,,,,,넌 밥먹었어?!,,Text,2022.02.13 15:30,,,,,수영티콘은 언제든 바뀌니까,,Text,2022.02.13 00:04,가는 주우우웅,,Text,2022.02.12 07:07,오늘 따뜻하게 입고 만나쟈,,Text,2022.02.11 17:20,,,,
그래서 이제 엘피플레이어 찾아보고 있어😎,,Text,2022.03.02 01:24,추천해준것들 중에서 할게!!!!,,Text,2022.03.01 16:33,나에게 예림이는 깨끗하고 맑은 음색이랑 창법인데 뭔가 모르게 쓸쓸함이 있어서 밝은노래도 어울리지만 쓸쓸한 노래들이랑도 잘 어울려,,Text,2022.03.01 02:04,하지만 우리 단어 그 자체에 집중하기로 해,,Text,2022.02.28 18:00,한번씩 설탕씹히는? 그런 생크림 ❌❌❌❌❌❌❌,,Text,2022.02.24 17:03,치사하면... 먼저 데뷔해~💖,,Text,2022.02.18 19:42,무려 50분 전에 올렸는데•••,,Text,2022.02.18 02:05,나는 잠깐 나갔다올거야 🏃‍♀️,,Text,2022.02.17 13:31,,,,,,,,,암튼 너무 고마워... 가끔 편지로 이런 얘기 해도 될까 ? 하는 바솩이들이 있는데 난 다 좋아 너의 일상이라면 뭐든 궁금ㅎㅐ,,Text,2022.02.14 21:47,근데 그거 알아?,,Text,2022.02.14 14:41,,,,,,,,,,,,,,,,,언니들 화이팅,,Text,2022.02.13 20:51,,,,,잘 챙겨먹어야지,,Text,2022.02.13 15:32,,,,,내 연락 잘 받 ㅇ ㅏ ㅡ_ㅡ^,,Text,2022.02.13 00:04,왜 안 잤어 ㅠㅠ,,Text,2022.02.12 07:07,나 떨려,,Text,2022.02.11 18:32,,,,
괜찮은 거 있어?!!!,,Text,2022.03.02 01:24,설거지하다ㅏ가 식은땀나서 다시 누웠어,,Text,2022.03.01 17:59,고원이한테는 맨날 이선희 선배님 여우비 제발 한번만 불러달라고,,Text,2022.03.01 02:06,🌹🌺🌻🌼🌷⚘오로라공주🍭🍬🍰🍨🎀🧸🔮♥️👚🩰👑,,Text,2022.02.28 18:01,버터생크림??? ❌❌❌❌❌❌❌❌❌❌❌,,Text,2022.02.24 17:04,"아 리다 나라구

나
야
나",,Text,2022.02.18 19:42,회사에서 컨펌받고 게시글이 올라가는 형식인데,,Text,2022.02.18 02:05,집이당 🕺,,Text,2022.02.17 15:37,,,,,,,,,응 이제 팹이 있으니까 부끄러운 건 여기다 적어두 돼 ㅎ ㅎ ,,Text,2022.02.14 22:03,나 준비해야해,,Text,2022.02.14 14:41,,,,,,,,,,,,,,,,,멋있으면 다 언니야,,Text,2022.02.13 20:52,,,,,마음같아선 달려가서,,Text,2022.02.13 15:32,,,,,나 근데 애칭 만들고 싶어,,Text,2022.02.13 00:05,조심해서 와!,,Text,2022.02.12 07:08,그래서 지금 노래틀고 연습중이야 대기실에서,,Text,2022.02.11 18:32,,,,
